Cruise	Station	Type	mon/day/yr	hh:mm	Lon (°E)	Lat (°N)	Bot. Depth [m]	Pressure 	Temp [c]	Flourometer [v]	Transmissometer [v]	Oxygen [v]	PAR	Depth [m]	Salinity [PSU]	Density [sigma]	Oxygen [mg/l]	Oxygen [% sat]
13	5	C	7/13/2006	11:22	-152.225	59.836667	68	30	9.4943	0.5273	3.3806	3.5233	1.08E-01	29.716	31.1506	24.0293	9.53372	101.88302
13	5	C	7/13/2006	11:22	-152.225	59.836667	68	31	9.4992	0.5402	3.3855	3.5208	9.53E-02	30.707	31.1486	24.027	9.52598	101.81008
13	5	C	7/13/2006	11:22	-152.225	59.836667	68	32	9.4918	0.5522	3.3822	3.5202	8.59E-02	31.697	31.1507	24.0298	9.52679	101.8033
13	5	C	7/13/2006	11:22	-152.225	59.836667	68	33	9.4829	0.549	3.3929	3.5183	7.99E-02	32.688	31.1534	24.0333	9.52351	101.74976
13	5	C	7/13/2006	11:22	-152.225	59.836667	68	34	9.4883	0.5554	3.3906	3.5174	7.48E-02	33.678	31.1511	24.0308	9.52096	101.73329
13	5	C	7/13/2006	11:22	-152.225	59.836667	68	35	9.48	0.5451	3.3836	3.5176	7.18E-02	34.668	31.1541	24.0344	9.52452	101.75431
13	5	C	7/13/2006	11:22	-152.225	59.836667	68	36	9.4801	0.5288	3.3889	3.5181	6.93E-02	35.659	31.1533	24.0338	9.52748	101.78562
13	5	C	7/13/2006	11:22	-152.225	59.836667	68	37	9.4782	0.5343	3.3938	3.5172	6.80E-02	36.649	31.1541	24.0347	9.52615	101.76765
13	5	C	7/13/2006	11:22	-152.225	59.836667	68	38	9.4657	0.5332	3.3898	3.5143	6.66E-02	37.64	31.1575	24.0394	9.52013	101.67713
13	5	C	7/13/2006	11:22	-152.225	59.836667	68	39	9.4644	0.5234	3.3695	3.5141	6.62E-02	38.63	31.1575	24.0396	9.52121	101.68574
13	5	C	7/13/2006	11:22	-152.225	59.836667	68	40	9.4643	0.5208	3.3819	3.5163	6.46E-02	39.621	31.1579	24.0399	9.52972	101.77672
13	5	C	7/13/2006	11:22	-152.225	59.836667	68	41	9.4565	0.5233	3.3676	3.5157	6.52E-02	40.611	31.1601	24.0429	9.53026	101.76617
13	5	C	7/13/2006	11:22	-152.225	59.836667	68	42	9.4555	0.5303	3.3689	3.5162	6.41E-02	41.602	31.1596	24.0426	9.53351	101.79827
13	5	C	7/13/2006	11:22	-152.225	59.836667	68	43	9.4597	0.5271	3.3617	3.5149	6.44E-02	42.592	31.1599	24.0422	9.52964	101.76665
13	5	C	7/13/2006	11:22	-152.225	59.836667	68	44	9.4636	0.5294	3.3493	3.5149	6.46E-02	43.582	31.1581	24.0403	9.53041	101.78251
13	5	C	7/13/2006	11:22	-152.225	59.836667	68	45	9.4514	0.5412	3.3838	3.516	6.32E-02	44.573	31.1609	24.0443	9.53739	101.83115
13	5	C	7/13/2006	11:22	-152.225	59.836667	68	46	9.4471	0.5375	3.3433	3.5141	6.32E-02	45.563	31.1612	24.0453	9.53357	101.78072
13	5	C	7/13/2006	11:22	-152.225	59.836667	68	47	9.4473	0.5377	3.3416	3.5138	6.42E-02	46.553	31.161	24.0451	9.53379	101.78345
13	5	C	7/13/2006	11:22	-152.225	59.836667	68	48	9.4472	0.5205	3.3607	3.5128	6.33E-02	47.544	31.1609	24.0451	9.53175	101.76139
13	5	C	7/13/2006	11:22	-152.225	59.836667	68	49	9.4483	0.5291	3.348	3.5119	6.38E-02	48.534	31.1611	24.0451	9.52993	101.7446
13	5	C	7/13/2006	11:22	-152.225	59.836667	68	50	9.4493	0.5564	3.3214	3.5115	6.39E-02	49.524	31.1604	24.0444	9.52971	101.744
13	5	C	7/13/2006	11:22	-152.225	59.836667	68	51	9.4521	0.5249	3.3698	3.51	6.36E-02	50.515	31.1605	24.0441	9.52543	101.70473
13	5	C	7/13/2006	11:22	-152.225	59.836667	68	52	9.454	0.5245	3.3675	3.5089	6.38E-02	51.505	31.1602	24.0435	9.52294	101.68227
13	5	C	7/13/2006	11:22	-152.225	59.836667	68	53	9.4531	0.5249	3.3649	3.5088	6.37E-02	52.496	31.1608	24.0442	9.52382	101.69001
13	5	C	7/13/2006	11:22	-152.225	59.836667	68	54	9.4526	0.5321	3.3538	3.5079	6.38E-02	53.486	31.1611	24.0445	9.52239	101.67392
13	5	C	7/13/2006	11:22	-152.225	59.836667	68	55	9.4506	0.5311	3.3637	3.5069	6.37E-02	54.477	31.1615	24.0451	9.52073	101.65175
13	5	C	7/13/2006	11:22	-152.225	59.836667	68	56	9.4517	0.5322	3.3605	3.5046	6.37E-02	55.467	31.1612	24.0448	9.51425	101.58501
13	5	C	7/13/2006	11:22	-152.225	59.836667	68	57	9.4514	0.5252	3.3612	3.5054	6.39E-02	56.457	31.1613	24.0449	9.51815	101.62598
13	5	C	7/13/2006	11:22	-152.225	59.836667	68	58	9.4503	0.5293	3.3626	3.5067	6.38E-02	57.447	31.1619	24.0455	9.52383	101.68445
13	5	C	7/13/2006	11:22	-152.225	59.836667	68	59	9.4509	0.5363	3.3569	3.5072	6.38E-02	58.438	31.1617	24.0453	9.52672	101.71662
13	5	C	7/13/2006	11:22	-152.225	59.836667	68	60	9.4521	0.5434	3.3561	3.5061	6.37E-02	59.428	31.1616	24.0451	9.52438	101.69419
13	5	C	7/13/2006	11:22	-152.225	59.836667	68	61	9.4501	0.5175	3.3633	3.5061	6.37E-02	60.418	31.1611	24.045	9.52609	101.7075
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	1	9.9129	0.3789	2.7394	3.4262	6.41E+02	0.99	30.2894	23.2904	9.14893	98.14856
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	2	9.8804	0.3268	2.698	3.5102	3.03E+02	1.981	30.2847	23.2919	9.42892	101.07587
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	3	9.8591	0.328	2.5854	3.4987	1.50E+02	2.972	30.3008	23.3079	9.3962	100.68752
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	4	9.8704	0.3477	2.6018	3.4962	9.83E+01	3.962	30.2917	23.2989	9.3876	100.61502
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	5	9.8603	0.3782	2.5956	3.4972	5.63E+01	4.953	30.2991	23.3063	9.39372	100.66265
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	6	9.834	0.3849	2.5344	3.4967	3.42E+01	5.943	30.318	23.3253	9.39758	100.65711
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	7	9.8282	0.412	2.5275	3.4959	2.01E+01	6.934	30.3216	23.3291	9.39743	100.64478
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	8	9.8149	0.4055	2.5606	3.4974	1.21E+01	7.924	30.332	23.3393	9.40553	100.70831
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	9	9.8143	0.4147	2.6045	3.4982	6.84E+00	8.915	30.3317	23.3392	9.40955	100.74993
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	10	9.8229	0.4085	2.5815	3.4981	3.89E+00	9.906	30.3256	23.3331	9.40918	100.76129
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	11	9.8184	0.4056	2.5106	3.4996	2.39E+00	10.897	30.3282	23.3359	9.41608	100.82684
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	12	9.8099	0.3921	2.5183	3.5005	1.52E+00	11.887	30.3349	23.3424	9.42139	100.86893
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	13	9.8107	0.4066	2.6098	3.4999	9.08E-01	12.878	30.3339	23.3415	9.42087	100.86439
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	14	9.8236	0.3898	2.5815	3.4968	5.35E-01	13.868	30.3249	23.3325	9.40976	100.76863
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	15	9.8281	0.386	2.5332	3.4963	3.24E-01	14.859	30.321	23.3287	9.40885	100.76659
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	16	9.8208	0.3864	2.5339	3.4963	2.14E-01	15.849	30.3269	23.3345	9.41118	100.77869
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	17	9.806	0.3878	2.5995	3.4964	1.42E-01	16.84	30.3381	23.3457	9.41527	100.79662
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	18	9.8065	0.3822	2.5121	3.4955	1.11E-01	17.83	30.3384	23.3458	9.41345	100.77848
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	19	9.798	0.3805	2.5446	3.4965	9.06E-02	18.821	30.3453	23.3526	9.41908	100.824
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	20	9.7853	0.3821	2.6013	3.4972	7.96E-02	19.811	30.3564	23.3632	9.42471	100.86292
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	21	9.7801	0.3775	2.5834	3.4972	7.46E-02	20.802	30.3603	23.3671	9.42672	100.87538
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	22	9.7759	0.3789	2.5276	3.4975	7.28E-02	21.792	30.3639	23.3706	9.42945	100.8974
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	23	9.7795	0.3793	2.553	3.4969	6.97E-02	22.783	30.3605	23.3675	9.42852	100.89322
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	24	9.7831	0.3758	2.5594	3.4947	6.76E-02	23.773	30.3576	23.3646	9.42189	100.82848
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	25	9.7838	0.387	2.538	3.4946	6.88E-02	24.764	30.3575	23.3644	9.42294	100.84129
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	26	9.7866	0.3831	2.5916	3.4918	6.85E-02	25.754	30.3538	23.3612	9.41455	100.7555
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	27	9.7879	0.3816	2.5634	3.489	6.79E-02	26.745	30.3534	23.3606	9.40647	100.67151
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	28	9.7922	0.3729	2.5214	3.4896	6.83E-02	27.735	30.3493	23.3567	9.40914	100.70721
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	29	9.7853	0.3736	2.5379	3.4905	6.84E-02	28.726	30.3555	23.3627	9.4143	100.75101
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	30	9.7762	0.3734	2.5674	3.491	6.80E-02	29.716	30.3633	23.3703	9.41859	100.78133
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	31	9.7542	0.3737	2.5199	3.4916	6.87E-02	30.707	30.3842	23.39	9.42489	100.81285
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	32	9.743	0.3834	2.5628	3.493	6.80E-02	31.697	30.3947	23.4	9.43263	100.87707
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	33	9.7295	0.3829	2.5488	3.4926	6.76E-02	32.687	30.4061	23.4111	9.43453	100.87451
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	34	9.7406	0.3794	2.4944	3.4922	6.88E-02	33.678	30.3952	23.4008	9.43302	100.87632
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	35	9.753	0.3769	2.5242	3.4906	6.90E-02	34.669	30.3834	23.3897	9.42719	100.83415
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	36	9.7558	0.3737	2.5976	3.49	6.84E-02	35.659	30.3813	23.3876	9.42608	100.82727
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	37	9.7491	0.3771	2.5632	3.4903	6.84E-02	36.649	30.3877	23.3937	9.42916	100.84941
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	38	9.741	0.3786	2.5512	3.4905	6.87E-02	37.64	30.3951	23.4008	9.4323	100.86928
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	39	9.7442	0.3736	2.5629	3.4878	6.86E-02	38.63	30.3923	23.3981	9.42441	100.7904
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	40	9.7502	0.3727	2.5757	3.4881	6.85E-02	39.62	30.3871	23.3931	9.42586	100.81589
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	41	9.7097	0.3699	2.5719	3.4899	6.85E-02	40.611	30.4254	23.4294	9.43887	100.8887
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	42	9.6627	0.3756	2.5513	3.4883	6.89E-02	41.602	30.4701	23.4717	9.44167	100.84143
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	43	9.6487	0.3825	2.5776	3.4882	6.88E-02	42.592	30.4828	23.4839	9.44478	100.85129
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	44	9.6406	0.3779	2.6183	3.4902	6.85E-02	43.582	30.4905	23.4912	9.45362	100.93234
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	45	9.6435	0.3799	2.5725	3.4875	6.90E-02	44.573	30.4876	23.4884	9.44587	100.85434
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	46	9.6576	0.3836	2.5937	3.4869	6.87E-02	45.563	30.4737	23.4754	9.44312	100.84777
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	47	9.6586	0.3804	2.5725	3.4859	6.87E-02	46.554	30.4731	23.4748	9.44094	100.82649
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	48	9.6592	0.3875	2.5627	3.4879	6.90E-02	47.544	30.4725	23.4742	9.44847	100.9078
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	49	9.6581	0.385	2.6016	3.4894	6.82E-02	48.534	30.4732	23.475	9.45502	100.97584
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	50	9.6577	0.3827	2.535	3.49	6.85E-02	49.525	30.474	23.4757	9.45807	101.00793
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	51	9.665	0.3827	2.5291	3.4888	6.93E-02	50.515	30.4669	23.469	9.45444	100.98097
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	52	9.6718	0.3774	2.5924	3.4889	6.88E-02	51.505	30.4602	23.4627	9.45512	100.99917
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	53	9.6696	0.3778	2.5594	3.4885	6.91E-02	52.496	30.4621	23.4646	9.45549	100.99948
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	54	9.6697	0.3837	2.5888	3.487	6.89E-02	53.486	30.4621	23.4646	9.45195	100.96185
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	55	9.6698	0.3851	2.6189	3.4855	6.89E-02	54.476	30.4619	23.4644	9.44802	100.92008
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	56	9.6677	0.3806	2.575	3.4854	6.90E-02	55.467	30.4644	23.4668	9.44954	100.9332
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	57	9.6639	0.3694	2.5778	3.4837	6.91E-02	56.457	30.468	23.4701	9.44562	100.88503
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	58	9.6554	0.3758	2.5867	3.483	6.92E-02	57.447	30.4764	23.4781	9.44597	100.87507
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	59	9.6184	0.3809	2.6149	3.485	6.85E-02	58.437	30.5129	23.5124	9.45888	100.95281
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	60	9.6026	0.3789	2.5147	3.4842	6.94E-02	59.428	30.529	23.5275	9.45992	100.93863
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	61	9.6037	0.3784	2.5271	3.483	6.94E-02	60.418	30.5273	23.526	9.45719	100.91109
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	62	9.6027	0.391	2.5924	3.4853	6.92E-02	61.409	30.5278	23.5265	9.46623	101.0055
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	63	9.6034	0.391	2.5663	3.4863	6.93E-02	62.399	30.5268	23.5257	9.47068	101.0539
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	64	9.609	0.3853	2.569	3.4842	6.95E-02	63.389	30.5213	23.5206	9.46408	100.9927
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	65	9.6296	0.3943	2.5792	3.4829	6.93E-02	64.38	30.5009	23.5014	9.45808	100.96203
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	66	9.6216	0.3982	2.6198	3.481	6.95E-02	65.37	30.5099	23.5097	9.45439	100.9102
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	67	9.6199	0.38	2.62	3.4794	6.94E-02	66.36	30.5111	23.5109	9.45072	100.86797
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	68	9.5898	0.3797	2.5948	3.4815	6.94E-02	67.35	30.5396	23.5379	9.46325	100.95213
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	69	9.5786	0.3781	2.5367	3.4825	6.95E-02	68.341	30.5504	23.5481	9.46955	101.001
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	70	9.5705	0.3898	2.5692	3.4831	6.93E-02	69.331	30.5579	23.5553	9.47397	101.0348
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	71	9.5641	0.3898	2.5344	3.4824	6.95E-02	70.321	30.5646	23.5615	9.4738	101.02282
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	72	9.5631	0.3933	2.5231	3.4815	6.95E-02	71.311	30.5652	23.5621	9.47222	101.00401
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	73	9.5642	0.3971	2.5426	3.4813	6.95E-02	72.302	30.5638	23.5609	9.47282	101.01196
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	74	9.5605	0.3916	2.5187	3.4808	6.94E-02	73.292	30.5677	23.5645	9.47277	101.00572
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	75	9.5615	0.3929	2.5349	3.4793	6.94E-02	74.282	30.5665	23.5635	9.46915	100.96851
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	76	9.5611	0.4013	2.5189	3.4797	6.96E-02	75.272	30.5672	23.5641	9.47184	100.99683
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	77	9.5605	0.3898	2.5378	3.4793	6.94E-02	76.263	30.5691	23.5656	9.47184	100.99656
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	78	9.5638	0.3933	2.5209	3.4794	6.94E-02	77.253	30.5674	23.5638	9.47283	101.01361
13	6	C	7/13/2006	12:38	-152.293333	59.85	88	79	9.5631	0.3991	2.5873	3.4786	6.90E-02	78.243	30.5678	23.5643	9.47157	100.99891
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	2	10.1011	0.3353	1.9791	3.4709	2.97E+02	1.981	30.0006	23.035	9.27477	99.73099
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	3	10.0193	0.3443	1.8099	3.4904	9.01E+01	2.972	30.0162	23.0603	9.35435	100.41487
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	4	9.9924	0.3808	1.7388	3.4895	3.06E+01	3.962	30.0305	23.0758	9.3571	100.3936
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	5	9.9471	0.3878	1.5831	3.4883	1.09E+01	4.953	30.0474	23.0963	9.36264	100.36274
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	6	9.9437	0.3903	1.4931	3.4883	4.32E+00	5.943	30.0493	23.0983	9.36457	100.3771
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	7	9.9354	0.3943	1.4989	3.4894	1.32E+00	6.934	30.0534	23.1029	9.37055	100.42515
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	8	9.9318	0.3834	1.4682	3.4897	4.53E-01	7.925	30.0554	23.105	9.37361	100.45135
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	9	9.9318	0.3823	1.3768	3.4886	1.53E-01	8.915	30.0551	23.1047	9.37129	100.42617
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	10	9.931	0.3805	1.3461	3.4891	9.96E-02	9.906	30.0553	23.105	9.37411	100.45486
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	11	9.9205	0.3828	1.4026	3.4879	7.02E-02	10.896	30.0623	23.1122	9.37343	100.42838
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	12	9.914	0.3891	1.3682	3.4874	6.24E-02	11.887	30.0667	23.1167	9.3739	100.42171
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	13	9.9127	0.3799	1.363	3.4881	6.00E-02	12.877	30.0673	23.1174	9.37782	100.46132
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	14	9.9116	0.3853	1.3318	3.4888	5.95E-02	13.868	30.0679	23.118	9.38142	100.4976
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	15	9.9079	0.3804	1.3009	3.4879	5.97E-02	14.859	30.0705	23.1207	9.38051	100.48141
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	16	9.9049	0.387	1.3014	3.4876	6.10E-02	15.849	30.0726	23.1228	9.38132	100.48474
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	17	9.9033	0.3813	1.3626	3.4864	5.89E-02	16.84	30.0735	23.1238	9.37879	100.45458
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	18	9.9046	0.3786	1.2715	3.4872	5.83E-02	17.83	30.072	23.1225	9.38251	100.4964
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	19	9.9011	0.3804	1.1904	3.4866	6.08E-02	18.821	30.0754	23.1257	9.38247	100.49027
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	20	9.8906	0.3795	1.2411	3.4856	6.01E-02	19.811	30.0839	23.1339	9.3821	100.4683
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	21	9.8867	0.3774	1.2978	3.4851	5.93E-02	20.802	30.0867	23.1368	9.38227	100.4632
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	22	9.8839	0.3736	1.2664	3.4858	6.07E-02	21.793	30.0886	23.1387	9.38619	100.5002
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	23	9.8814	0.3702	1.3093	3.4861	6.08E-02	22.783	30.0903	23.1405	9.38887	100.52435
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	24	9.8813	0.3777	1.2964	3.4859	6.07E-02	23.773	30.0909	23.141	9.38953	100.53157
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	25	9.881	0.3692	1.338	3.4856	6.03E-02	24.764	30.0908	23.141	9.38975	100.53322
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	26	9.8803	0.3751	1.3329	3.4844	6.04E-02	25.754	30.0913	23.1415	9.38721	100.50464
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	27	9.8815	0.3732	1.3261	3.483	6.03E-02	26.745	30.0906	23.1408	9.38371	100.46954
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	28	9.8827	0.3736	1.2757	3.4816	6.03E-02	27.735	30.0892	23.1395	9.38048	100.43672
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	29	9.8568	0.3688	1.2891	3.4819	6.04E-02	28.726	30.1112	23.1608	9.38642	100.45636
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	30	9.8351	0.3748	1.3353	3.4821	6.08E-02	29.716	30.1291	23.1782	9.39167	100.47545
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	31	9.8272	0.3723	1.4139	3.4827	5.99E-02	30.706	30.1352	23.1843	9.3962	100.51029
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	32	9.826	0.3744	1.3635	3.4838	6.07E-02	31.697	30.1359	23.1849	9.40119	100.56136
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	33	9.8309	0.3763	1.3888	3.4819	6.04E-02	32.688	30.1321	23.1813	9.39558	100.50992
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	34	9.8318	0.3673	1.3998	3.4809	5.98E-02	33.678	30.1312	23.1805	9.39361	100.49027
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	35	9.8309	0.3736	1.3351	3.481	6.15E-02	34.669	30.1316	23.1809	9.3952	100.5054
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	36	9.832	0.3681	1.4104	3.4816	6.08E-02	35.659	30.1307	23.1801	9.39836	100.54107
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	37	9.832	0.3738	1.41	3.4807	6.07E-02	36.649	30.1306	23.18	9.39653	100.52153
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	38	9.8281	0.3636	1.3392	3.4805	6.10E-02	37.64	30.1337	23.183	9.39766	100.52692
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	39	9.824	0.3724	1.3794	3.4808	6.12E-02	38.63	30.1377	23.1869	9.40073	100.55309
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	40	9.8211	0.3677	1.4499	3.4813	6.12E-02	39.62	30.1397	23.1889	9.40418	100.58466
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	41	9.8137	0.3665	1.3996	3.48	6.17E-02	40.611	30.1455	23.1946	9.40205	100.54913
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	42	9.8137	0.3675	1.3887	3.4785	6.17E-02	41.602	30.1457	23.1947	9.39864	100.51281
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	43	9.8061	0.3594	1.4647	3.4783	6.19E-02	42.592	30.152	23.2009	9.40023	100.51691
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	44	9.7973	0.3711	1.4371	3.4782	6.19E-02	43.582	30.1599	23.2085	9.40244	100.52583
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	45	9.7964	0.3684	1.4069	3.4798	6.20E-02	44.573	30.1596	23.2084	9.40915	100.59541
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	46	9.7964	0.3715	1.5064	3.4788	6.18E-02	45.563	30.1589	23.2078	9.4072	100.57398
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	47	9.7957	0.3663	1.4698	3.4773	6.19E-02	46.553	30.1592	23.2083	9.40397	100.53812
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	48	9.7878	0.3647	1.4538	3.4769	6.19E-02	47.544	30.167	23.2156	9.40498	100.5362
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	49	9.7822	0.3637	1.4554	3.4769	6.20E-02	48.534	30.1722	23.2205	9.40708	100.54921
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	50	9.7796	0.3669	1.5294	3.4758	6.19E-02	49.525	30.1744	23.2227	9.40493	100.52199
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	51	9.7761	0.3657	1.477	3.4758	6.19E-02	50.515	30.1789	23.2267	9.40693	100.53847
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	52	9.7701	0.3623	1.4694	3.476	6.20E-02	51.505	30.1854	23.2328	9.40966	100.55834
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	53	9.7683	0.3709	1.5477	3.4749	6.18E-02	52.496	30.1874	23.2346	9.40756	100.53306
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	54	9.7696	0.363	1.4547	3.4748	6.21E-02	53.486	30.1861	23.2334	9.4081	100.54101
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	55	9.7703	0.3637	1.5343	3.4759	6.19E-02	54.476	30.1853	23.2328	9.41294	100.59372
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	56	9.7691	0.363	1.4532	3.4752	6.20E-02	55.467	30.1866	23.234	9.41197	100.58148
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	57	9.7676	0.3597	1.4274	3.4745	6.22E-02	56.457	30.1875	23.235	9.4115	100.57372
13	6.5	C	7/13/2006	13:44	-152.33	59.856667	79	58	9.7661	0.3573	1.4884	3.4728	6.21E-02	57.447	30.1904	23.2374	9.40717	100.52583
